0,1,2,3,4,5
0.00283040851354599,0.0010701194405555725,0.010834615677595139,-0.022006381303071976,-0.01508541963994503,-0.03595837950706482
-0.001903468742966652,0.004694884642958641,0.013476768508553505,-0.01857166737318039,-0.013752635568380356,-0.02882077544927597
0.003972920123487711,0.00454343855381012,-0.004497954621911049,0.0011208504438400269,0.003243580460548401,-0.008072106167674065
-0.0032891519367694855,-0.007616819813847542,-0.005269704852253199,-0.012733124196529388,-0.019130432978272438,-0.037551380693912506
-0.0017262469045817852,-0.018095262348651886,-0.01361284963786602,-0.021356754004955292,-0.020857904106378555,-0.041606355458498
0.001376875676214695,0.0004152795299887657,-4.742247983813286e-05,-0.0025864941999316216,-0.007047875784337521,-0.01797391287982464
0.0023760818876326084,0.002090870402753353,0.002567775547504425,0.00026657944545149803,-0.0030906025785952806,-0.012762140482664108
0.0006244806572794914,0.01024673879146576,0.003567814826965332,-0.003503359854221344,-0.0016836876748129725,-0.009083387441933155
0.004393482580780983,0.003898967057466507,0.004768487066030502,0.000869422685354948,0.004354981239885092,-0.007637933827936649
0.004194301553070545,0.004347530659288168,0.005579414777457714,0.003798389807343483,0.001571452128700912,-0.00698820361867547
-0.009212782606482506,0.034787073731422424,0.007150858640670776,-0.006978346034884453,0.0031679756939411163,0.018750794231891632
0.00315656210295856,0.0025404472835361958,0.002898781094700098,0.0006245112745091319,-0.002695805625990033,-0.013015378266572952
-0.009060640819370747,-0.001140614040195942,0.011468855664134026,-0.016474444419145584,-0.0254136323928833,-0.02454552613198757
0.0034390175715088844,0.0033543631434440613,-0.0037804394960403442,-0.00573372095823288,-0.006023984402418137,-0.023433081805706024
0.002966070082038641,0.004950627684593201,0.0009531378746032715,0.004450993612408638,0.0048376345075666904,-0.00521764624863863
0.004738888703286648,-2.1085143089294434e-06,-0.0003671422600746155,0.007560540921986103,0.010931095108389854,-0.0016145985573530197
0.007646257057785988,-0.002438124269247055,0.0017051054164767265,0.0050068199634552,0.005571296438574791,-0.011783666908740997
0.009301027283072472,0.014730224385857582,0.01995261199772358,0.02189755253493786,0.027030350640416145,0.02845792844891548
-0.0035847071558237076,-0.008308814838528633,0.003961852751672268,-0.014996364712715149,-0.020757900550961494,-0.028478166088461876
0.006416363641619682,0.009381123818457127,0.012391668744385242,0.012522397562861443,0.013971966691315174,0.010715782642364502
0.008670661598443985,0.013519838452339172,0.01838548481464386,0.02033587358891964,0.02473462000489235,0.025563504546880722
0.010444041341543198,0.016869494691491127,0.02259848453104496,0.024872079491615295,0.031798526644706726,0.03475388512015343
0.01336581725627184,0.022042931988835335,0.02956969290971756,0.03305903822183609,0.04351328685879707,0.050645969808101654
0.0067555103451013565,0.01005835272371769,0.013411860913038254,0.013843883760273457,0.01604415848851204,0.013241077773272991
0.0069723231717944145,0.010506446473300457,0.014106787741184235,0.01469982136040926,0.017379531636834145,0.015420401468873024
0.012422561645507812,0.020633921027183533,0.019532352685928345,0.025475813075900078,0.03204407915472984,0.03128742426633835
0.020111138001084328,0.033678218722343445,0.04735254868865013,0.05524248257279396,0.07423184812068939,0.09386993944644928
0.016994308680295944,-0.012819238007068634,0.0022377122659236193,0.02916688472032547,0.012817714363336563,0.021780308336019516
0.01946885883808136,-0.014049246907234192,0.0012021956499665976,0.0271962508559227,0.014411188662052155,0.020694099366664886
0.012354614213109016,0.024133805185556412,0.03463052958250046,0.03725811466574669,0.05223846063017845,0.07085604220628738
0.020436488091945648,0.035550300031900406,0.049837108701467514,0.05952629819512367,0.08134947717189789,0.1047845259308815
0.024117404595017433,0.04255960136651993,0.060327157378196716,0.07228828221559525,0.09982805699110031,0.13136400282382965
0.011041160672903061,0.03198663517832756,0.0434233732521534,0.04643416032195091,0.0605250783264637,0.08595120161771774
0.029914777725934982,0.054712362587451935,0.07889711111783981,0.09438031166791916,0.13480503857135773,0.18363231420516968
0.028149807825684547,0.04441232606768608,0.060955796390771866,0.06789994239807129,0.09346947073936462,0.11782722920179367
0.021988846361637115,0.038445428013801575,0.05400804057717323,0.06489872187376022,0.08900231122970581,0.11597329378128052
0.027992233633995056,0.04832693934440613,0.06783729791641235,0.07824687659740448,0.10873878747224808,0.14228788018226624
0.026215294376015663,0.04629271849989891,0.06584592908620834,0.07884194701910019,0.10917899757623672,0.1432792693376541
0.0304365586489439,0.04750030115246773,0.06978633254766464,0.0812159925699234,0.11022357642650604,0.14372330904006958
0.029012102633714676,0.046321213245391846,0.06557535380125046,0.07843359559774399,0.10678549855947495,0.13807587325572968
0.01694745011627674,0.03300241753458977,0.04696641117334366,0.0555456168949604,0.07988793402910233,0.10890647768974304
0.015054091811180115,0.025075772777199745,0.035462796688079834,0.041385501623153687,0.05570495128631592,0.06909377127885818
0.02088518999516964,0.03640933707356453,0.0516788586974144,0.061631377786397934,0.08452823013067245,0.10958771407604218
0.012631832621991634,0.021014487370848656,0.029183659702539444,0.03387904167175293,0.04518996924161911,0.05517758056521416
0.01039685495197773,0.016963163390755653,0.023516379296779633,0.026880091056227684,0.03522210568189621,0.04139799624681473
0.016677251085639,0.0392506867647171,0.04692797362804413,0.05487504228949547,0.07175666838884354,0.09735160320997238
0.018043404445052147,0.031155087053775787,0.04381010681390762,0.05227670818567276,0.07132817804813385,0.09144256263971329
0.01549527607858181,0.026498382911086082,0.037239253520965576,0.04397140070796013,0.059593260288238525,0.07515867054462433
0.011794586665928364,0.01953023113310337,0.027110472321510315,0.03128167986869812,0.04139662906527519,0.049846895039081573
0.011296302080154419,0.01851901412010193,0.0255583468824625,0.029230600222945213,0.03843959420919418,0.04557572305202484
0.014287806116044521,0.0240299254655838,0.0333879292011261,0.03897077217698097,0.052090827375650406,0.06437261402606964
0.013411035761237144,0.022505903616547585,0.03134504705667496,0.03656847029924393,0.048968605697155,0.06018539518117905
0.021931825205683708,0.032784730195999146,0.04735106974840164,0.05257755517959595,0.07451776415109634,0.09191673994064331
0.010900775901973248,0.01788996532559395,0.024603785946965218,0.027921129018068314,0.036666665226221085,0.04292752593755722
0.012801175005733967,0.021309683099389076,0.029515091329813004,0.03408755734562874,0.04517398029565811,0.05459984764456749
0.015077613294124603,0.025462806224822998,0.03541550040245056,0.04149423539638519,0.05545952916145325,0.06879153847694397
0.0053717452101409435,0.007607360370457172,0.010063478723168373,0.00986821111291647,0.011013882234692574,0.0076513951644301414
0.006758773699402809,0.010058407671749592,0.01354175340384245,0.014198381453752518,0.016824470832943916,0.015286015346646309
0.007433956488966942,0.011485997587442398,0.01573447324335575,0.017069336026906967,0.021101094782352448,0.021668002009391785
0.0017372879665344954,0.0007931429427117109,0.0002116556279361248,-0.002588168252259493,-0.006789514794945717,-0.017069725319743156
0.006896288134157658,0.010311823338270187,0.013747340068221092,0.014346896670758724,0.016882041469216347,0.015582164749503136
0.004181910306215286,0.005458028055727482,0.0070212483406066895,0.006041251122951508,0.005440169014036655,0.0001259399577975273
0.009290259331464767,0.014742797240614891,0.020133547484874725,0.02237384207546711,0.02820785529911518,0.031407807022333145
0.012988686561584473,0.01723136566579342,0.02523636445403099,0.025809595361351967,0.03504598140716553,0.03906818851828575
0.008540384471416473,0.013245789334177971,0.017984982579946518,0.01954876258969307,0.02408788353204727,0.025483958423137665
0.011751130223274231,0.019222619011998177,0.02642064541578293,0.030081987380981445,0.039149414747953415,0.046380024403333664
0.010266350582242012,0.016466278582811356,0.02284305728971958,0.02562723495066166,0.03300279378890991,0.037628307938575745
0.007974166423082352,0.012269508093595505,0.01650242879986763,0.0177322868257761,0.021441807970404625,0.021938955411314964
0.012077689170837402,0.019733715802431107,0.027078762650489807,0.030795199796557426,0.03990597650408745,0.04722277820110321
0.007284301333129406,0.01087121106684208,0.014800522476434708,0.015140148811042309,0.018054785206913948,0.017247816547751427
0.01072962861508131,0.017151661217212677,0.023359110578894615,0.026080461218953133,0.03300738334655762,0.037304531782865524
0.008223703131079674,0.012605818919837475,0.01686781272292137,0.0180203877389431,0.02180781029164791,0.02204607054591179
0.007053149398416281,0.010511592030525208,0.013971520587801933,0.014414218254387379,0.016735032200813293,0.01508316956460476
0.004360395483672619,0.005463124252855778,0.006587797775864601,0.005019899923354387,0.0030763677787035704,-0.004198404029011726
0.009401129558682442,0.01481354795396328,0.02010095864534378,0.022012727335095406,0.02712230756878853,0.028961114585399628
0.0035297286231070757,0.003952842205762863,0.004500494338572025,0.002461857395246625,-0.00039390474557876587,-0.009121447801589966
0.0009528682567179203,-0.000876846257597208,-0.0024739960208535194,-0.0063348012045025826,-0.013111025094985962,-0.02678081952035427
0.0009447070769965649,-0.0008808025158941746,-0.002388465218245983,-0.006156356539577246,-0.01263392437249422,-0.026265962049365044
0.0010280292481184006,-0.0007340935990214348,-0.0022173188626766205,-0.006006794515997171,-0.012785935774445534,-0.02650737762451172
-0.0016559939831495285,-0.005614988040179014,-0.009168669581413269,-0.014732811599969864,-0.02488861232995987,-0.043044932186603546
-0.001728675328195095,-0.00567737128585577,-0.009260167367756367,-0.014762425795197487,-0.024907251819968224,-0.042826782912015915
